notes,species,family,reference,calyx_length_mm,corolla_tube_mm,corolla_length_mm,corolla_colour,stamen_length_mm,distribution,altitude
NA,Elaeocarpus lingualis,elaeo,Mark Coode data,6_8,NA,5.5_8,NA,NA,New Guinea,750_2300
NA,Elaeocarpus linnaei,elaeo,Coode (1995) Kew Bull. 50(2),3_5,NA,3_5,NA,NA,N. Sulawesi,1900
NA,Elaeocarpus longifolius,elaeo,Mark Coode data,4_5,NA,4_6,NA,NA,Sumatra_Java_Bali,1_1400
NA,Elaeocarpus luteolignum,elaeo,Coode (1995) Kew Bull. 50(2)_Mark Coode data,3_4,NA,4,NA,NA,Sulawesi,1200_1800
NA,Elaeocarpus luteolus,elaeo,Mark Coode data,5.5_7,NA,5.5_6,NA,NA,New Guinea,2000_2500
MC says = E. argenteus,Elaeocarpus luzonicus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus macranthus,elaeo,Mark Coode data,11_13,NA,11_15,NA,NA,Philippines,NA
Miq. (MC says insufficiently known),Elaeocarpus macrocarpus,elaeo,Coode (1996) Kew Bull. 51(1),NA,NA,NA,NA,NA,Peninsular Malaysia,NA
NA,Elaeocarpus macrocerus,elaeo,Mark Coode data,11_18,NA,13_22,NA,NA,Sumatra_Malay Peninsula_Java_Bali_Borneo_Philippines_Sulawesi,1_400
NA,Elaeocarpus macrophyllus,elaeo,Mark Coode data,4_5,NA,6_7,NA,NA,Sumatra_Java_Bali,100_800
NA,Elaeocarpus macropus,elaeo,Mark Coode data,8_9.5,NA,7_9,NA,NA,Sulawesi,50_450
"MC ""type lost insufficiently known""",Elaeocarpus mallotoides,elaeo,Bot. Jahrb. Syst. 54(3): 142 (1916),7,NA,7,NA,NA,Papua New Guinea,1400_1500
NA,Elaeocarpus mamasii,elaeo,Weibel (1980) Candollea 35_Mark Coode data,5.5,NA,5,white-cream,NA,Sumatra,2500_2850
NA,Elaeocarpus mandiae,elaeo,Mark Coode data,6_7,NA,6_7,NA,NA,Philippines,1200_2450
NA,Elaeocarpus marafunganus,elaeo,Coode (1977) Brunonia 1_Mark Coode data,2.5_3.8,NA,2_4,NA,NA,New Guinea,200_2600
NA,Elaeocarpus marginatus,elaeo,Weibel (1975) Candollea 30_Mark Coode data,3_4,NA,3_4.5,NA,NA,Borneo,1_300
s.s. data only from MC,Elaeocarpus mastersii,elaeo,Mark Coode data,3_4,NA,3.5_4.5,NA,NA,Sumatra_Malay Peninsula_Borneo,1_150
Elmer. MC says = E. monocera,Elaeocarpus megacarpus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus merrittii,elaeo,Mark Coode data,6.5_9.5,NA,6.5_8.5,NA,NA,Philippines,725_1200
MC says = E. teysmannii s.s.,Elaeocarpus micranthus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus miegei,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,4.5_5.5,NA,3_5.5,white,NA,New Guinea_Moluccas,1_2600
NA,Elaeocarpus millarii,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,12,NA,14,NA,NA,New Guinea,1700_3960
MC says part of stipularis,Elaeocarpus mindanaensis,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus mindoroensis,elaeo,Repert. Spec. Nov. Regni Veg. 50: 86 (1941),NA,NA,NA,NA,NA,Mindoro_Palawan,NA
Gilli species (all are synonyms),Elaeocarpus mingendensis,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
MC says = E. obtusus,Elaeocarpus miquelii,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus miriensis,elaeo,Weibel (1975) Candollea 30_Mark Coode data,4,NA,5,NA,NA,Sarawak,1_210
NA,Elaeocarpus mollis,elaeo,Mark Coode data,4_4.5,NA,4.5_5,NA,NA,Philippines,NA
NA,Elaeocarpus monocera,elaeo,Mark Coode data,11_13,NA,12_15,NA,NA,Philippines,350
NA,Elaeocarpus multiflorus,elaeo,Weibel (1980) Candollea 35_Mark Coode data,6_8,NA,5_7,NA,NA,Philippines_Sulawesi_Moluccas,1_1000
NA,Elaeocarpus multinervosus,elaeo,Mark Coode data,4.5_5.5,NA,6_8,NA,NA,Borneo,1_300_900
NA,Elaeocarpus multisectus,elaeo,Mark Coode data,5_6,NA,5_7.5,NA,NA,New Guinea_Bismarck Archipelago_Solomon Islands,1_600
NA,Elaeocarpus muluensis,elaeo,Weibel (1975) Candollea 30_Mark Coode data,3_3.5,NA,3_3.5,NA,NA,Borneo,960_1500
NA,Elaeocarpus murudensis,elaeo,Mark Coode data,5_6.5,NA,6_7.5,NA,NA,Borneo_Philippines,1200_2400
Fissipetalum,Elaeocarpus murukkai,elaeo,Coode (1977) Brunonia 1_Mark Coode data,6_7.5,NA,7_8,NA,NA,New Guinea,1850_2750
NA,Elaeocarpus musseri,elaeo,Mark Coode data,9_11,NA,8.5_10,NA,NA,Sulawesi,400_1100
NA,Elaeocarpus mutabilis,elaeo,Weibel (1975) Candollea 30_Mark Coode data,4_7,NA,5_7,pale pink,NA,Borneo,15_700
MC only has 'flanged-fruited form',Elaeocarpus myrmecophilus,elaeo,J. Arnold Arbor. 25: 224 (1944)_Mark Coode data,2.5_4,NA,3_4,NA,NA,W. New Guinea,500_850
MC only has subsp. vinkii,Elaeocarpus myrtoides,elaeo,J. Arnold Arbor. 25: 238 (1944)_Mark Coode data,4_7,NA,4_7,NA,NA,New Guinea,2700_3720
subsp. nanus data only,Elaeocarpus nanus,elaeo,Mark Coode data,3.5_5,NA,4_5,NA,NA,Malay Peninsula,1450_2100
NA,Elaeocarpus neobritannicus,elaeo,Mark Coode data,11_14,NA,15_15,NA,NA,Bismarck Archipelago,1_250
NA,Elaeocarpus nervosus,elaeo,Mark Coode data,4_5,NA,6_7,NA,NA,Philippines,1350_1575
NA,Elaeocarpus ngii,elaeo,Mark Coode data,11_15,NA,13_15,NA,NA,Malay Peninsula,1_850
NA,Elaeocarpus nitidulus,elaeo,Repert. Spec. Nov. Regni Veg. 49: 67 (1940),5_6,NA,NA,NA,NA,Busuanga,NA
NA,Elaeocarpus nitidus,elaeo,Mark Coode data,2_3,NA,2.5_3.5,NA,NA,"Sumatra_Malay Peninsula_Borneo
",1_1275
NA,Elaeocarpus nooteboomii,elaeo,Coode (1998) Kew Bull. 53,28_32,NA,28_35,NA,NA,Kalimantan,1600
NA,Elaeocarpus nouhuysii,elaeo,Coode (1977) Brunonia 1_Mark Coode data,14_20,NA,25_30,white,NA,New Guinea_Seram,1_1200
MC says part of polydactylus,Elaeocarpus nubigenus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus obtusus,elaeo,Mark Coode data,8_13,NA,8_16,NA,NA,Borneo_Philippines_Malay Peninsula_Sumatra_Java_Bali,1_850
MC says part of mastersii,Elaeocarpus octantherus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus octopetalus,elaeo,Mark Coode data,7.5_10,NA,6.5_9,NA,NA,Philippines_Sulawesi_Moluccas_Sumatra_Peninsular Malaysia_Java_Lesser Sunda islands,1_1100
NA,Elaeocarpus oriomensis,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,12,NA,12,white,NA,New Guinea,15_600
NA,Elaeocarpus ornatus,elaeo,Mark Coode data,4.5_5,NA,6_7,NA,NA,New Guinea,540_545
NA,Elaeocarpus orohensis,elaeo,Bot. Jahrb. Syst. 54(2) (1916)_Coode (1977) Brunonia 1,NA,NA,NA,white,NA,W. New Guinea,1300
Solomon islands only (POWO is wrong),Elaeocarpus osiae,elaeo,Mark Coode data,NA,NA,NA,NA,NA,NA,NA
MC says part of petiolatus,Elaeocarpus ovalis,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus pachyanthus,elaeo,Mark Coode data,5.5_6.5,NA,4.5_6,NA,NA,New Guinea_Sumatra_Malay Peninsula_Java_Bali_Lesser Sunda Islands_Borneo_Philippines_Sulawesi_Moluccas_New Guinea_Bismarck Archipelago_Solomon Islands_Nepal_Sikkim_Bhutan_Assam_Bangladesh_Eastern Peninsular India_Southern India_Burma_Andaman_Nicobar_Ceylon_Mauritius_Madagascar_Thailand_Vietnam_Laos_Cambodia,100_850
"MC ""type lost insufficently known""",Elaeocarpus pachydactylus,elaeo,Bot. Jahrb. Syst. 54(2): 113 (1916),1.75,NA,1.75,NA,NA,Papua New Guinea,40_60
NA,Elaeocarpus pachyophrys,elaeo,Mark Coode data,4_5,NA,4_5,NA,NA,Borneo,500_1700
NA,Elaeocarpus pagonensis,elaeo,Mark Coode data,3.5_4,NA,3_4,NA,NA,Borneo,1450_1530
NA,Elaeocarpus palembanicus,elaeo,Mark Coode data,5_6,NA,5_6,NA,NA,Sumatra_Malay Peninsula_Borneo,_1350
"MC does not know this. No measurements in Spanoghue, no specimens.",Elaeocarpus parviflorus,elaeo,Linnaea 15(2): 176 (1841),NA,NA,NA,NA,NA,Timor,NA
MC says part of argentus,Elaeocarpus parvilimbus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus pedunculatus,elaeo,Mark Coode data,6_7,NA,7_8,NA,NA,Sumatra_Malay Peninsula_Borneo_Philippines,1_770
"MC ""type lost insufficently known""",Elaeocarpus pentadactylus,elaeo,Bot. Jahrb. Syst. 54(2): 111 (1916),1.25,NA,1.5,NA,NA,Papua New Guinea,1500
s.s. data only,Elaeocarpus petiolatus,elaeo,Mark Coode data,6_7,NA,6.5_8.5,NA,NA,Sumatra_Malay Peninsula_Borneo,0_1050
NA,Elaeocarpus philippinensis,elaeo,Fragmenta Florae Philippinae i. 101.,6,NA,NA,NA,NA,Philippines,NA
MC says = E. calomala s.s.,Elaeocarpus pierrei,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus piestocarpus,elaeo,Mark Coode data,10_17,NA,5_19,NA,NA,New Guinea_Bismarck Archipelago_Solomon Islands,1_600
NA,Elaeocarpus pinosukii,elaeo,Weibel (1980) Candollea 35,8.5,NA,7_8,NA,NA,Sabah,NA
NA,Elaeocarpus poculiferus,elaeo,Mark Coode data,9_11,NA,11_12,NA,NA,New Guinea,2100_2900
Solomon islands only,Elaeocarpus polyandrus,elaeo,Mark Coode data,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus polyanthus,elaeo,Mark Coode data,6_6,NA,6_6.5,NA,NA,Borneo,20_90
var. polydactylus data only,Elaeocarpus polydactylus,elaeo,Coode (1977) Brunonia 1_Mark Coode data,3.5_4.5,NA,4_5,NA,NA,New Guinea,1550_3800
NA,Elaeocarpus polystachyus,elaeo,Mark Coode data,4_6,NA,4_7,NA,NA,Malay Peninsula,5_1000
NA,Elaeocarpus prafiensis,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,5_5.5,NA,5_7,NA,NA,New Guinea,50_600
NA,Elaeocarpus pseudopaniculatus,elaeo,Mark Coode data,5_6.5,NA,5_6,NA,NA,Peninsular Malaysia_Borneo,700_1800
NA,Elaeocarpus ptilanthus,elaeo,Coode (1977) Brunonia 1_Mark Coode data,8_9,NA,14_18,NA,NA,New Guinea,1700_2800
NA,Elaeocarpus pullenii,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,9_10,NA,10_13,cream,NA,New Guinea,700_2150
MC says all punctatus are synonyms,Elaeocarpus punctatus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus purus,elaeo,Mark Coode data,6_6.5,NA,6.5_6.5,NA,NA,Sulawesi,2000
NA,Elaeocarpus pycnanthus,elaeo,Mark Coode data,6_8,NA,6.5_8,NA,NA,New Guinea,1600_2500
NA,Elaeocarpus ramiflorus,elaeo,"Philipp. J. Sci., C 10: 43 (1915)",4.5_5,NA,5_6,NA,NA,Luzon,NA
NA,Elaeocarpus renae,elaeo,Mark Coode data,6.5_7,NA,6.5_7,NA,NA,Borneo,45_900
NA,Elaeocarpus retakensis,elaeo,Mark Coode data,2.5_3,NA,2.5_3,NA,NA,Borneo,1300_1600
NA,Elaeocarpus reticosus,elaeo,Mark Coode data,4_5,NA,4_5,NA,NA,Malay Peninsula,840_1800
NA,Elaeocarpus robustus,elaeo,Coode (1996) Kew Bull. 51(1)_Mark Coode data,3_4.5,NA,3.5_6,NA,NA,Peninsular Malaysia_India_Myanmar_Thailand_Sumatra,1_1440
MC says = E. polydactylus s.s.,Elaeocarpus roseoalbus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus roslii,elaeo,Coode (1996) Kew Bull. 51(1)_Mark Coode data,3.5_4,NA,4_5,translucent,NA,Sarawak_Sabah_Brunei,1_540
NA,Elaeocarpus royenii,elaeo,Coode & Weibel (1994) Kew Bull. 49,3.5,NA,4.5,NA,NA,W. New Guinea,60
NA,Elaeocarpus rubescens,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,5_6.5,NA,6_7.5,cream,NA,New Ireland,860_900
NA,Elaeocarpus rumphii,elaeo,Mark Coode data,8_12,NA,9_12,NA,NA,Moluccas,250_1500
NA,Elaeocarpus rutengii,elaeo,Weibel (1980) Candollea 35,6.5,NA,6_6.5,yellow,NA,Flores,NA
NA,Elaeocarpus sadikanensis,elaeo,Repert. Spec. Nov. Regni Veg. 49: 71 (1940),NA,NA,NA,NA,NA,Mt Kinabalu (Sabah),1600
NA,Elaeocarpus salicifolius,elaeo,Mark Coode data,2.5_3.5,NA,3.5_4,NA,NA,Sumatra_Malay Peninsula,1_50
NA,Elaeocarpus sallehianus,elaeo,Mark Coode data,2.5_4,NA,3_3,NA,NA,Malay Peninsula,210_1070
NA,Elaeocarpus samari,elaeo,Weibel (1980) Candollea 35,8,NA,10,white-pink,NA,Samar,350
NA,Elaeocarpus sarcanthus,elaeo,Mark Coode data,8_10,NA,8_10,NA,NA,New Guinea,1350_2300
NA,Elaeocarpus sayeri,elaeo,Mark Coode data,5.5_7,NA,5.5_7,NA,NA,New Guinea,2100_2850
NA,Elaeocarpus schlechterianus,elaeo,Mark Coode data,19_30,NA,20_30,NA,NA,New Guinea,300_1900
NA,Elaeocarpus schmutzii,elaeo,Weibel (1980) Candollea 35,10.5,NA,9_9.5,NA,NA,Flores,400
NA,Elaeocarpus schoddei,elaeo,Weibel (1971) Candollea 26(2),3.5,NA,4,white-cream,NA,New Guinea,500_700
NA,Elaeocarpus sebastianii,elaeo,Mark Coode data,8_8,NA,10.5_11.5,NA,NA,Sulawesi_Flores,850
s.s. data only,Elaeocarpus sepikanus,elaeo,Mark Coode data,6_9,NA,6_9,NA,NA,New Guinea_Bismarck Archipelago,1_800
NA,Elaeocarpus seramicus,elaeo,Coode (2001) Kew Bull. 56,7_7.5,NA,6_7,white,NA,Seram,100_200
MC says part of nanus,Elaeocarpus sericeus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus sericoloides,elaeo,J. Arnold Arbor. 25: 245. 1944_Coode (1977) Brunonia 1,3.5_4,NA,3.5_4,NA,NA,New Guinea,1_1230
NA,Elaeocarpus simaluensis,elaeo,Coode & Weibel (1994) Kew Bull. 49,5,NA,5_6,NA,NA,Sumatra,NA
NA,Elaeocarpus sterrophyllus,elaeo,Bot. Jahrb. Syst. 54(2): 128 (1916),NA,NA,30,NA,NA,Cylops Mts (New Guinea),1800
NA,Elaeocarpus steupii,elaeo,Mark Coode data,3_3.5,NA,3_3,NA,NA,Sulawesi,2000
var. stipularis data only,Elaeocarpus stipularis,elaeo,Mark Coode data,4_5,NA,5_7,NA,NA,Sumatra_Malay Peninsula_Java_Bali,200_1800
NA,Elaeocarpus subisensis,elaeo,Coode (1998) Kew Bull. 53,NA,NA,5_6,NA,NA,Sarawak,240
MC says = E. angustifolius,Elaeocarpus sublucidus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
var. submonoceras data only,Elaeocarpus submonoceras,elaeo,Mark Coode data,5_6,NA,4.5_5.5,NA,NA,Sumatra_Malay Peninsula,135_1500
MC says insufficiently known,Elaeocarpus subpuberus,elaeo,"Fl. Ned. Ind., Eerste Bijv. 3: 406 (1861)_from specimen U0001680",3,NA,3.5,NA,NA,Sumatra,NA
NA,Elaeocarpus surigaensis,elaeo,"Philipp. J. Sci., C 13: 28 (1918)",7,NA,7,NA,NA,Mindanao,50
Checked Harvard 00051927,Elaeocarpus symingtonii,elaeo,Gard. Bull. Singapore 41(2): 43 (1989),NA,NA,5,NA,NA,Peninsular Malaysia,1400
NA,Elaeocarpus tahanensis,elaeo,Mark Coode data,5_5,NA,7_7.5,NA,NA,Sumatra_Malay Peninsula,900_1350
NA,Elaeocarpus takolensis,elaeo,Coode (2001) Kew Bull. 56,NA,NA,NA,NA,NA,Malili (Sulawesi),1500
NA,Elaeocarpus tariensis,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,5.5_7,NA,7.5_10,white,NA,New Guinea,1370_2500
MC says insufficiently known,Elaeocarpus terminalioides,elaeo,Bot. Jahrb. Syst. 54(2): 125 (1916),8,NA,8,NA,NA,Sepik (Papua New Guinea),850_1300
NA,Elaeocarpus teysmannii,elaeo,Mark Coode data,1.5_2,NA,2_3,NA,NA,Sulawesi,250_500
NA,Elaeocarpus timikensis,elaeo,Coode (2001) Kew Bull. 56,7_8.5,NA,9_11,NA,NA,W. New Guinea,20
NA,Elaeocarpus timorensis,elaeo,Mark Coode data,7_8,NA,7_8,NA,NA,Timor_Alor,700
NA,Elaeocarpus tjerengii,elaeo,Weibel (1980) Candollea 35,11.5,NA,10.5_11,NA,NA,Flores,500
"not Malesia: Solomons to Pacific, also MC says probably part of floridanus",Elaeocarpus tonganus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
MC says probably nouhuysii,Elaeocarpus treubii,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus trichopetalus,elaeo,J. Arnold Arbor. 32: 169 (1951),9,NA,12,NA,NA,Mindanao,1850
s.s. data only,Elaeocarpus trichophyllus,elaeo,Mark Coode data,8_9.5,NA,10_12,NA,NA,New Guinea,2200_2850
NA,Elaeocarpus triflorus,elaeo,J. Arnold Arbor. 32: 170 (1951),7,NA,8,NA,NA,Luzon,NA
NA,Elaeocarpus truncatus,elaeo,Weibel (1975) Candollea 30_Mark Coode data,7_7.3,NA,6_8,NA,NA,Borneo,100
"MC says not Malesia (India), POWO says Java (outlier), but GBIF specimens all India and Myanmar",Elaeocarpus tuberculatus,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus undulatus,elaeo,Mark Coode data,9.5_11,NA,11_15,NA,NA,New Guinea_Solomon islands_Moluccas,1_400
NA,Elaeocarpus urophyllus,elaeo,J. Arnold Arbor. 32: 171 (1951),NA,NA,NA,NA,NA,Luzon,NA
NA,Elaeocarpus valetonii,elaeo,Coode (1996) Kew Bull. 51(1)_Mark Coode data,5.5_8,NA,6_8.5,NA,NA,Sumatra_Malay Peninsula_Borneo,5_1700
NA,Elaeocarpus validus,elaeo,Mark Coode data,5.5_6.5,NA,7_8,NA,NA,Borneo,1200_1650
"MC says IndoChina, POWO includes Peninsular Malaysia",Elaeocarpus varunua,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
NA,Elaeocarpus venosus,elaeo,Mark Coode data,10_13,NA,11_14,NA,NA,Philippines,2300_2500
NA,Elaeocarpus verheijenii,elaeo,Weibel (1980) Candollea 35_Mark Coode data,8_9.5,NA,8.5_9,NA,NA,Flores,900_1750
NA,Elaeocarpus verruculosus,elaeo,Mark Coode data,3_4,NA,3_3.5,NA,NA,Philippines,1100
NA,Elaeocarpus versicolor,elaeo,Leafl. Philipp. Bot. iv. 1178 (1911),NA,NA,NA,NA,NA,Palawan,152
NA,Elaeocarpus verticillatus,elaeo,Mark Coode data,8_8,NA,5_6,NA,NA,Philippines,225_1500
NA,Elaeocarpus whartonensis,elaeo,Mark Coode data,6_7,NA,5_7,NA,NA,New Guinea,2500_3450
NA,Elaeocarpus womersleyi,elaeo,Weibel (1971) Candollea 26(2)_Mark Coode data,18_29,NA,30_40,cream_pale yellow,NA,New Guinea_Moluccas,30_2200
only s.s data from MC used,Elaeocarpus wrayi,elaeo,Mark Coode data,3.5_4,NA,3.5_4,NA,NA,Sumatra_Malay Peninsula,1350_1650
MC says = E. elmeri,Elaeocarpus zambalensis,elaeo,NA,NA,NA,NA,NA,NA,NA,NA
1 Line = 2.25mm,Daphniphyllum borneense,daph,"Huang, T.C. in Fl Malesiana (1997)_Trans. Linn. Soc. London, Bot. 4(2): 224 (1894)",1.125,NA,NA,NA,NA,Borneo,1500_4000
NA,Daphniphyllum buchananiifolium,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Philippines,2100_2800
Huang considers this insufficiently known,Daphniphyllum celebense,daph,"Huang, T.C. in Fl Malesiana (1997)_from specimen L.2248412",NA,NA,NA,NA,NA,Sulawesi,NA
NA,Daphniphyllum ceramense,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Seram,NA
NA,Daphniphyllum dichotomum,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Sabah,960
NA,Daphniphyllum glaucescens,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,NA,NA
NA,Daphniphyllum gracile,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Sulawesi_New Guinea_Bismark archipelago_New Ireland,1300_3300
NA,Daphniphyllum griffithianum,daph,Regnum Vegetabile 145: 246 (2005),NA,NA,NA,NA,NA,NA,NA
NA,Daphniphyllum luzonense,daph,Leafl. Philipp. Bot. i. 309 (1908),NA,NA,NA,NA,NA,Luzon,alpine
NA,Daphniphyllum papuanum,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,New Guinea,850_2660
NA,Daphniphyllum parvifolium,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Luzon,1800
NA,Daphniphyllum scortechinii,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Peninsular Malaysia,1500_1900
NA,Daphniphyllum sumatraense,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Sumatra,500_1000
NA,Daphniphyllum timorianum,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Timor_Flores,1100_1800
NA,Daphniphyllum woodsonianum,daph,"Huang, T.C. in Fl Malesiana (1997)",NA,NA,NA,NA,NA,Sumatra,2500_3500
NA,Diplacrum caricinum,cyp,Simpson (2019) Fl. Singapore,NA,NA,NA,NA,NA,India_Japan_Korea_mainland S.E. Asia_Malesia_Australia,NA
as Scleria pygmaeopsis,Diplacrum pygmaeopsis,cyp,Kern (1961) Blumea 11,NA,NA,NA,NA,NA,Sumba,500
NA,Diplacrum reticulatum,cyp,Gard. Bull. Singapore 11: 295 (1947)_Fl China Vol 23 pp 268--269,NA,NA,NA,NA,NA,Hainan_Bangladesh_Peninsular Malaysia_Thailand_Myanmar,NA
NA,Fimbristylis acicularis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,India_Sri Lanka_China_Taiwan_Japan_E. Russia_Thailand_Laos_,1_800
NA,Fimbristylis acuminata,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,India_Sri Lanka_S. China_N. Australia_Sumatra_Peninsular Malaysia_Java_Borneo_Tanimbar islands_Luzon_New Guinea,1_350
NA,Fimbristylis adenolepis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Thailand_Vietnam_Kangean islands,25
NA,Fimbristylis aestivalis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,India_Sri Lanka_China_Taiwan_Korea_Japan_E. Russia_N. Australia_Sumatra_Java_Philippines_N. Sulawesi_New Guinea_South America,1_1800
NA,Fimbristylis alboviridis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,India_mainland S.E. Asia_Peninsular Malaysia_Java_Luzon,low
NA,Fimbristylis anisoclada,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Thailand_Vietnam_Java_Sulawesi,low
NA,Fimbristylis aphylla,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,mainland S.E. Asia_Sumatra_Java_Philippines,500_1500
NA,Fimbristylis argentea,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Sri Lanka_India_Thailand_Peninsular Malaysia,NA
NA,Fimbristylis bisumbellata,cyp,Kern in Fl Malesiana (1972)_Hoenselaar et al. (2010),NA,NA,NA,NA,NA,Mediterranean_Africa_S. Asia_W. Asia_S.E. Asia_Sumatra_Philippines_Australia,1_1200
NA,Fimbristylis blepharolepis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,W. New Guinea,low
NA,Fimbristylis caesia,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Java_Luzon,1_600
NA,Fimbristylis calcicola,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Peninsular Malaysia,NA
NA,Fimbristylis capilliculmis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,New Guinea,100_450
NA,Fimbristylis celebica,cyp,Kern in Fl Malesiana (1972)_from specimen L0042532,NA,NA,NA,NA,NA,Sulawesi,300_400
p565,Fimbristylis cinnamometorum,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,India_Sri Lanka_Thailand_Vietnam_Laos_Cambodia_S. China_Philippines_Sumatra_New Guinea,low
p548,Fimbristylis complanata,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,pantropical,0_1300
NA,Fimbristylis consanguinea,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,S. Africa_Madagascar_sri Lanka_India_Java,1600_2300
NA,Fimbristylis cymosa,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,pantropical,NA
NA,Fimbristylis dichotoma,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,pantropical_subtropical,0_1750
p563,Fimbristylis dictyocolea,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Thailand_Cambodia_New Guinea,low
NA,Fimbristylis dipsacea,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,mainland S.E. Asia_Sumatra_Peninsular Malaysia_Java_Borneo,low
NA,Fimbristylis disticha,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Myanmar_Thailand_Vietnam_Peninsular Malaysia_S. China_N. Sumatra,1200_1400
NA,Fimbristylis dura,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,mainland S.E. Asia,0_1000
p567,Fimbristylis eragrostis,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,mainland S.E. Asia_Peninsular Malaysia_Lesser Sunda islands_New Guinea_Queensland,low
NA,Fimbristylis falcata,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Madagascar_India_Sri Lanka_Vietnam_Laos_Cambodia_Philippines_New Guinea_New Britain,1_1800
NA,Fimbristylis fenestrata,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Sepik,1400_1500
NA,Fimbristylis ferruginea,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,pantropical,1_100
NA,Fimbristylis fimbristyloides,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Myanmar_Thailand_S. China_Korea_Queensland_Sumatra_Java_Flores_Sabah_Sulawesi_New Guinea,25_825
NA,Fimbristylis furva,cyp,Kern in Fl Malesiana (1972),NA,NA,NA,NA,NA,Queensland_New Guinea,low
