"PlotNo","restoration","binomial_name","Family","Genus","Species","DBH.mm","Height_m","species_origin"
"23D","NR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",180,17.2,"CP"
"23D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",241,23.1,"CP"
"23D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",184,14.8,"CP"
"23D","NR","Dysoxylum cyrtobotryum","MELIACEAE","Dysoxylum","cyrtobotryum",120,11.6,"CP"
"23D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",113,12.3,"CP"
"23D","NR","Elaeocarpus stipularis","ELAEOCARPACEAE","Elaeocarpus","stipularis",450,26.3,"CP"
"23D","NR","Elaeocarpus stipularis","ELAEOCARPACEAE","Elaeocarpus","stipularis",257,14.2,"CP"
"23D","NR","Mastixia trichotoma","CORNACEAE","Mastixia","trichotoma",120,10.7,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",196,11.2,"CP"
"23D","NR","Shorea seminis","DIPTEROCARPACEAE","Shorea","seminis",221,15.7,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",231,11,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",180,7.9,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",154,7.2,"CP"
"23D","NR","Aglaia tomentosa","MELIACEAE","Aglaia","tomentosa",143,6.4,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",143,6.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",131,4.5,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",165,6.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",132,5.5,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",174,9.1,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",161,6,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",172,9.5,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",213,10.3,"CP"
"23D","NR","Diplospora malaccensis","RUBIACEAE","Diplospora","malaccensis",147,9.7,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",132,7.8,"CP"
"23D","NR","Vitex pinnata","LAMIACEAE","Vitex","pinnata",157,12.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",122,6.9,"CP"
"23D","NR","Duabanga moluccana","SONNERATIACEAE","Duabanga","moluccana",795,46.9,"CP"
"23D","NR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",109,9,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",124,9.9,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",131,5.1,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",121,5.1,"CP"
"23D","NR","Chionanthus pluriflorus","OLEACEAE","Chionanthus","pluriflorus",101,8.1,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",150,10.2,"CP"
"23D","NR","Nauclea sp1","RUBIACEAE","Nauclea","sp1",120,7.5,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",100,5.5,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",359,6.3,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",186,8.7,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",162,7.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",118,3.7,"CP"
"23D","NR","Litsea angulata","LAURACEAE","Litsea","angulata",178,7.2,"CP"
"23D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",193,7.1,"CP"
"23D","NR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",136,5.9,"CP"
"23D","NR","Canarium decumanum","BURSERACEAE","Canarium","decumanum",127,9.2,"CP"
"23D","NR","Litsea angulata","LAURACEAE","Litsea","angulata",150,7.6,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",148,7.1,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",129,7.1,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",122,7.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",102,6.7,"CP"
"23D","NR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",118,9.6,"CP"
"23D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",246,11.2,"CP"
"23D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",206,9.5,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",132,6.1,"CP"
"23D","NR","Chionanthus pluriflorus","OLEACEAE","Chionanthus","pluriflorus",104,7.7,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",207,6.7,"CP"
"23D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",212,9.7,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",220,13.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",128,9.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",326,10.3,"CP"
"23D","NR","Elaeocarpus stipularis","ELAEOCARPACEAE","Elaeocarpus","stipularis",225,15.1,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",147,6.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",177,9.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",190,10.9,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",109,10.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",243,10.1,"CP"
"23D","NR","Nauclea sp1","RUBIACEAE","Nauclea","sp1",396,23.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",189,12.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",194,15.6,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",212,11.9,"CP"
"23D","NR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",195,12.2,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",161,8.4,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",182,9.6,"CP"
"23D","NR","Neesia synandra","MALVACEAE","Neesia","synandra",162,12.1,"CP"
"23D","NR","Aglaia tomentosa","MELIACEAE","Aglaia","tomentosa",190,13.7,"CP"
"23D","NR","Vitex pinnata","LAMIACEAE","Vitex","pinnata",159,16.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",135,9.2,"CP"
"23D","NR","Nauclea sp1","RUBIACEAE","Nauclea","sp1",134,12.6,"CP"
"23D","NR","Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens",142,7.7,"CP"
"23D","NR","Koompassia excelsa","FABACEAE","Koompassia","excelsa",127,16,"CP"
"23D","NR","Nauclea sp1","RUBIACEAE","Nauclea","sp1",287,21.6,"CP"
"23D","NR","Dimocarpus longan","SAPINDACEAE","Dimocarpus","longan",181,11.3,"CP"
"23D","NR","Nauclea sp1","RUBIACEAE","Nauclea","sp1",242,13.9,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",173,11.7,"CP"
"23D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",138,9.1,"CP"
"23D","NR","Dimocarpus longan","SAPINDACEAE","Dimocarpus","longan",137,11.6,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",184,8.9,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",147,9.5,"CP"
"23D","NR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",468,13.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",162,5.3,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",128,7.3,"CP"
"23D","NR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",177,13.6,"CP"
"23D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",185,14.1,"CP"
"24D","NR","Croton argyratus","EUPHORBIACEAE","Croton","argyratus",215,10.4,"CP"
"24D","NR","Croton argyratus","EUPHORBIACEAE","Croton","argyratus",150,9.8,"CP"
"24D","NR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",125,8.2,"CP"
"24D","NR","Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata",180,2.3,"CP"
"24D","NR","Diospyros frutescens","EBENACEAE","Diospyros","frutescens",146,9.2,"CP"
"24D","NR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",233,10.1,"CP"
"24D","NR","Pterospermum unknown mixed","MALVACEAE","Pterospermum","unknown mixed",178,3.5,"CP"
"24D","NR","Pterospermum unknown mixed","MALVACEAE","Pterospermum","unknown mixed",130,3.5,"CP"
"24D","NR","Pterospermum unknown mixed","MALVACEAE","Pterospermum","unknown mixed",200,4.3,"CP"
"24D","NR","Pterospermum unknown mixed","MALVACEAE","Pterospermum","unknown mixed",115,6.2,"CP"
"24D","NR","Artocarpus anisophyllus","MORACEAE","Artocarpus","anisophyllus",219,16.6,"CP"
"24D","NR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",147,13.9,"CP"
"24D","NR","Scaphium macropodum","MALVACEAE","Scaphium","macropodum",170,14.1,"CP"
"24D","NR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",198,18.8,"CP"
"24D","NR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",200,13.2,"CP"
"24D","NR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",165,12.4,"CP"
"24D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",130,7.4,"CP"
"24D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",271,14.4,"CP"
"24D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",139,11.6,"CP"
"24D","NR","Ptychopyxis arborea","EUPHORBIACEAE","Ptychopyxis","arborea",105,10.6,"CP"
"24D","NR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",244,18.5,"CP"
"24D","NR","Ormosia bancana","FABACEAE","Ormosia","bancana",107,12,"CP"
"24D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",155,10.3,"CP"
"24D","NR","Buchanania sessilifolia","ANACARDIACEAE","Buchanania","sessilifolia",260,18.7,"CP"
"24D","NR","Aporusa frutescens","PHYLLANTHACEAE","Aporusa","frutescens",129,9.7,"CP"
"24D","NR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",153,12.3,"CP"
"24D","NR","Hopea sangal","DIPTEROCARPACEAE","Hopea","sangal",263,19.5,"CP"
"24D","NR","Diospyros frutescens","EBENACEAE","Diospyros","frutescens",111,11,"CP"
"24D","NR","Croton argyratus","EUPHORBIACEAE","Croton","argyratus",198,8.6,"CP"
"24D","NR","Pometia pinnata","SAPINDACEAE","Pometia","pinnata",290,17,"CP"
"24D","NR","Leea aculeata","LEEACEAE","Leea","aculeata",108,4,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",438,10.9,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",136,10.9,"CP"
"24D","NR","Croton argyratus","EUPHORBIACEAE","Croton","argyratus",143,10.3,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",164,10.6,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",126,10.6,"CP"
"24D","NR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",122,6.1,"CP"
"24D","NR","Alangium javanicum","ALANGIACEAE","Alangium","javanicum",106,9,"CP"
"24D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",105,6.6,"CP"
"24D","NR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",103,8.1,"CP"
"24D","NR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",722,27.9,"CP"
"24D","NR","Canarium odontophyllum","BURSERACEAE","Canarium","odontophyllum",200,13.1,"CP"
"24D","NR","Croton argyratus","EUPHORBIACEAE","Croton","argyratus",129,13.4,"CP"
"24D","NR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",113,5.6,"CP"
"24D","NR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",199,8.1,"CP"
"24D","NR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",459,26.7,"CP"
"24D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",170,13.4,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",310,16.3,"CP"
"24D","NR","Chisocheton unknown mixed","MELIACEAE","Chisocheton","unknown mixed",360,22.1,"CP"
"24D","NR","Dysoxylum cyrtobotryum","MELIACEAE","Dysoxylum","cyrtobotryum",148,12.4,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",215,9.5,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",255,17.5,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",175,15.6,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",162,15.5,"CP"
"24D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",507,25,"CP"
"24D","NR","Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed",191,12.1,"CP"
"24D","NR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",126,9.2,"CP"
"24D","NR","Hopea sangal","DIPTEROCARPACEAE","Hopea","sangal",161,14.9,"CP"
"24D","NR","Blumeodendron tokbrai","EUPHORBIACEAE","Blumeodendron","tokbrai",205,17.4,"CP"
"24D","NR","Pometia pinnata","SAPINDACEAE","Pometia","pinnata",410,21.8,"CP"
"24D","NR","Melicope  unknown mixed","RUTACEAE","Melicope ","unknown mixed",173,9.9,"CP"
"24D","NR","Ficus unknown mixed","MORACEAE","Ficus","unknown mixed",685,22.4,"CP"
"24D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",501,35.3,"CP"
"24D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",418,23.9,"CP"
"24D","NR","Dehaasia incrassata","LAURACEAE","Dehaasia","incrassata",127,12,"CP"
"24D","NR","Melicope  unknown mixed","RUTACEAE","Melicope ","unknown mixed",135,11.5,"CP"
"24D","NR","Dacryodes unknown mixed","BURSERACEAE","Dacryodes","unknown mixed",265,20.9,"CP"
"24D","NR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",683,38.2,"CP"
"24D","NR","Shorea unknown mixed","DIPTEROCARPACEAE","Shorea","unknown mixed",433,33.6,"CP"
"24D","NR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",194,12.7,"CP"
"24D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",103,12.3,"CP"
"24D","NR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",205,20,"CP"
"24D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",108,7.3,"CP"
"24D","NR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",802,18.1,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",139,10.5,"CP"
"25D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",409,39.9,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",135,14.3,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",295,21.3,"CP"
"25D","NR","Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii",268,19.6,"CP"
"25D","NR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",260,17,"CP"
"25D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",136,12.7,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",105,8.6,"CP"
"25D","NR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",110,8.1,"CP"
"25D","NR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",102,5.4,"CP"
"25D","NR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",255,14.9,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",632,30.3,"CP"
"25D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",244,16.7,"CP"
"25D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",146,15.5,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",135,14.1,"CP"
"25D","NR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",410,27.9,"CP"
"25D","NR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",194,17.4,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",458,29.5,"CP"
"25D","NR","Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii",176,16.6,"CP"
"25D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",334,19.8,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",605,24.9,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",745,25.1,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",164,19,"CP"
"25D","NR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",110,11.9,"CP"
"25D","NR","Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile",136,16,"CP"
"25D","NR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",428,22,"CP"
"25D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",253,21.8,"CP"
"25D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",885,44.5,"CP"
"25D","NR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",244,20.1,"CP"
"25D","NR","Dimorphocalyx murinus","EUPHORBIACEAE","Dimorphocalyx","murinus",103,8.9,"CP"
"25D","NR","Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile",281,14.9,"CP"
"25D","NR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",237,23.1,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",120,6.7,"CP"
"25D","NR","Glochidion rubrum","PHYLLANTHACEAE","Glochidion","rubrum",133,14.6,"CP"
"25D","NR","Shorea ovalis","DIPTEROCARPACEAE","Shorea","ovalis",1125,43,"CP"
"25D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",143,16.8,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",114,14.1,"CP"
"25D","NR","Horsfieldia polyspherula","MYRISTICACEAE","Horsfieldia","polyspherula",101,9.2,"CP"
"25D","NR","Aglaia silvestris","MELIACEAE","Aglaia","silvestris",209,16.3,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",116,7.1,"CP"
"25D","NR","Mangifera unknown mixed","ANACARDIACEAE","Mangifera","unknown mixed",220,18.3,"CP"
"25D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",154,12.1,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",104,7,"CP"
"25D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",138,13.3,"CP"
"25D","NR","Litsea unknown mixed","LAURACEAE","Litsea","unknown mixed",258,18.8,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",108,8,"CP"
"25D","NR","Aporusa elmeri","PHYLLANTHACEAE","Aporusa","elmeri",175,14.2,"CP"
"25D","NR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",553,22.4,"CP"
"25D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",320,20.4,"CP"
"25D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",105,8.8,"CP"
"25D","NR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",107,9.9,"CP"
"25D","NR","Fordia brachybotrys","FABACEAE","Fordia","brachybotrys",131,8.5,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",108,10.5,"CP"
"25D","NR","Dimorphocalyx murinus","EUPHORBIACEAE","Dimorphocalyx","murinus",100,13.6,"CP"
"25D","NR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",207,10.6,"CP"
"25D","NR","Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi",111,7.4,"CP"
"25D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",132,11,"CP"
"25D","NR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",380,30.6,"CP"
"25D","NR","Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed",285,19.6,"CP"
"25D","NR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",162,18.6,"CP"
"25D","NR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",469,19.1,"CP"
"25D","NR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",317,17.1,"CP"
"25D","NR","Glochidion rubrum","PHYLLANTHACEAE","Glochidion","rubrum",158,11,"CP"
"25D","NR","Dimorphocalyx murinus","EUPHORBIACEAE","Dimorphocalyx","murinus",108,11.5,"CP"
"25D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",146,8.8,"CP"
"25D","NR","Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus",496,30.7,"CP"
"25D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",144,11.5,"CP"
"25D","NR","Lithocarpus gracilis","FAGACEAE","Lithocarpus","gracilis",165,17.8,"CP"
"25D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",109,9.9,"CP"
"25D","NR","Mangifera foetida","ANACARDIACEAE","Mangifera","foetida",465,23.2,"CP"
"25D","NR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",151,16.5,"CP"
"25D","NR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",102,13.1,"CP"
"25D","NR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",113,10.5,"CP"
"25D","NR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",137,10.1,"CP"
"25D","NR","Knema latericia","MYRISTICACEAE","Knema","latericia",113,8.3,"CP"
